vehicle_id,fuel_type,rpm,fuel_consumption,throttle_position,fuel_pressure,coolant_temp,torque,spark_timing,speed,engine_load,intake_temp,battery_voltage,power,intake_pressure,vehicle_age,battery_age,battery_health,harsh_braking_count,sudden_acceleration_count,idle_time,days_since_last_service,distance_since_last_service,oil_change_count,brake_change_count,repairs_last_year,accident_history,temperature,humidity,traffic_index,road_quality,terrain_type,aqi,driver_score,engine_stress_score,service_health_score,service_required,vehicle_weight,rpm_variance_score,overheating_risk,aggressive_driving_index,daily_distance,fuel_efficiency,battery_service_required,brake_service_required,oil_change_required,engine_service_required,remaining_service_km,service_status,vehicle_model,engine_displacement_l,cylinder_count,transmission_type,drive_type,vehicle_class,city_mpg,highway_mpg,combined_mpg,air_pollution_score,greenhouse_gas_score,co2_emissions,rainfall_mm,weather_location,weather_severity,wet_road,health_label,days_until_service
VH01271,petrol,1199.0,5.15,21.6,55.4,86.7,130.1,10.0,53.8,28.6,39.6,14.01,15.6,103.6,0,12,97.2,0,1,15.6,44,1110,4,1,0,0,27.7,49.9,0.59,0.5,City,90,96.4,0.309,0.829,0,1080,0.139,0.102,0.118,30.3,4.0,0,0,0,0,5418,Healthy,Tata Altroz,1.2,4,Manual,FWD,Hatchback,31.5,39.2,35.0,10,8,159.5,3.3,Pune,Clear,1,Healthy,
VH01272,petrol,1214.0,3.18,22.0,49.9,84.1,163.7,11.5,34.8,42.9,35.9,13.98,12.0,102.5,0,8,93.6,2,3,8.7,47,103,1,0,0,0,23.7,76.4,0.1,0.89,Highway,110,94.3,0.185,0.786,0,1451,0.053,0.0,0.115,31.3,4.0,0,0,0,0,4514,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,28.0,33.6,30.5,10,9,171.2,12.2,Mumbai,Moderate,1,Healthy,
VH01273,petrol,2186.0,9.38,48.9,45.7,106.8,150.2,8.6,80.0,63.3,60.0,11.98,29.6,92.5,8,49,46.7,17,12,24.0,170,5793,7,5,3,2,35.3,55.7,0.32,0.81,Highway,134,56.4,0.628,0.272,1,1198,0.601,0.449,0.541,43.6,4.0,1,0,1,0,1034,Service Soon (29d),Maruti Brezza,1.5,4,Automatic,FWD,SUV,29.6,35.0,32.0,7,7,166.4,2.0,Hyderabad,Clear,0,Service Soon,29.0
VH01274,diesel,1073.0,2.68,10.1,281.6,72.0,320.0,12.1,34.9,36.2,42.3,13.68,36.0,106.2,13,15,98.1,1,0,15.9,35,1972,2,0,0,0,26.8,44.2,0.39,0.86,Highway,224,100.0,0.107,0.885,0,2025,0.04,0.0,0.022,38.9,4.0,0,0,0,0,6756,Healthy,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,21.5,28.9,24.8,10,10,198.8,0.2,Delhi,Clear,0,Healthy,
VH01275,petrol,1796.0,5.14,29.7,49.5,91.9,105.8,12.1,54.8,42.1,43.2,13.33,20.6,100.8,7,19,87.7,1,9,16.6,117,3425,8,1,1,1,15.0,82.5,0.38,0.7,Highway,171,76.6,0.471,0.748,0,1264,0.384,0.262,0.356,34.3,4.0,0,0,0,0,2027,Monitor,Tata Nexon,1.2,4,Manual,FWD,SUV,26.9,32.3,29.3,7,8,163.0,0.5,Kolkata,Clear,0,Monitor,
VH01276,petrol,1746.0,5.18,34.7,44.5,96.2,93.3,10.7,60.7,57.2,48.0,13.11,11.7,97.7,2,37,86.5,5,7,23.1,64,3580,8,1,2,0,26.5,59.2,0.43,0.81,Highway,60,77.3,0.487,0.617,1,1018,0.322,0.341,0.316,53.9,4.0,0,0,1,0,3845,Monitor,Hyundai i20,1.2,4,Manual,FWD,Hatchback,32.9,39.9,36.0,7,7,134.5,1.3,Hyderabad,Clear,0,Monitor,
VH01277,diesel,2441.0,8.27,53.7,297.6,102.5,320.0,10.5,80.2,69.0,56.6,12.18,73.6,104.7,1,57,69.2,9,13,44.3,147,9219,10,3,4,1,30.3,51.6,0.42,0.81,Highway,103,72.3,0.657,0.298,1,2021,0.518,0.449,0.4,85.1,4.0,1,0,1,0,1639,Service Soon (3d),Mahindra Scorpio,2.2,4,Manual,4WD,SUV,18.5,21.7,19.9,7,8,228.5,0.4,Hyderabad,Clear,0,Service Soon,3.0
VH01278,petrol,1590.0,5.62,26.9,55.4,93.6,142.0,13.6,42.7,44.8,44.5,13.66,20.7,101.4,1,7,96.1,1,0,16.1,10,2558,1,0,0,0,30.2,60.2,0.62,0.73,Mixed,85,93.7,0.135,0.839,1,1475,0.141,0.216,0.16,38.6,4.0,1,0,0,0,5386,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,26.8,32.9,29.5,9,9,162.7,1.2,Bangalore,Clear,0,Healthy,
VH01279,petrol,1768.0,5.91,38.7,46.1,95.7,148.2,7.3,42.3,55.9,48.6,13.13,28.7,94.8,3,28,72.0,5,8,20.4,52,4815,4,1,1,1,19.2,73.6,0.7,0.52,City,81,79.4,0.383,0.622,0,1153,0.4,0.328,0.355,53.4,4.0,0,0,0,0,4236,Monitor,Maruti Brezza,1.5,4,Automatic,FWD,SUV,28.8,39.7,33.7,8,9,168.2,15.8,Bangalore,Moderate,1,Monitor,
VH01280,petrol,1607.0,5.86,63.7,49.0,103.2,128.1,7.7,71.1,73.5,48.1,12.46,15.6,100.9,6,51,61.4,10,10,37.4,104,5763,9,3,2,1,6.8,66.0,0.33,0.73,Highway,119,73.6,0.623,0.343,1,882,0.534,0.561,0.369,97.7,4.0,1,0,0,0,1775,Service Soon (25d),Maruti Swift,1.2,4,Manual,FWD,Hatchback,33.3,43.4,37.8,7,8,146.3,11.2,Bangalore,Moderate,1,Service Soon,25.0
VH01281,diesel,1762.0,6.05,43.7,252.1,93.9,320.0,10.3,37.0,50.5,43.0,13.1,57.1,101.2,1,26,67.0,6,7,18.4,50,3072,4,3,1,1,24.9,51.5,0.69,0.54,City,82,78.5,0.439,0.488,0,2076,0.287,0.25,0.256,30.0,4.0,0,0,0,0,4486,Monitor,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,21.8,24.2,22.9,8,9,220.0,7.5,Pune,Moderate,1,Monitor,
VH01282,petrol,1662.0,4.83,37.2,48.2,93.9,154.2,11.4,53.7,46.0,54.5,13.18,24.0,97.5,1,27,74.0,6,5,33.0,115,3267,3,3,2,1,34.9,40.8,0.71,0.5,City,218,81.8,0.334,0.58,1,1466,0.204,0.158,0.254,33.0,4.0,0,0,1,0,2045,Monitor,Hyundai Creta,1.5,4,Automatic,FWD,SUV,23.3,36.3,29.2,9,9,169.6,8.8,Delhi,Moderate,1,Monitor,
VH01283,petrol,1352.0,4.52,23.0,50.6,85.4,158.2,10.5,33.6,43.5,44.9,14.14,24.6,102.0,1,7,96.8,1,1,12.2,38,963,4,0,0,0,29.9,79.2,0.72,0.42,City,142,96.6,0.123,0.833,0,1435,0.077,0.004,0.085,27.8,4.0,0,0,0,0,6892,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,26.0,34.7,29.9,8,10,170.0,3.2,Mumbai,Clear,1,Healthy,
VH01284,petrol,1232.0,3.02,30.4,54.6,86.1,119.1,15.2,43.1,42.6,37.5,13.92,14.4,100.4,5,11,89.9,1,1,10.5,47,410,4,0,0,0,27.4,56.7,0.27,0.85,Highway,100,93.2,0.179,0.848,0,1020,0.174,0.016,0.116,37.2,4.38,0,0,0,0,6375,Healthy,Hyundai i20,1.2,4,Manual,FWD,Hatchback,35.0,43.2,38.7,9,9,136.7,1.8,Bangalore,Clear,0,Healthy,
VH01285,petrol,1510.0,3.89,17.1,49.9,85.7,136.5,14.8,62.4,17.8,36.0,14.08,19.3,102.4,1,14,92.4,1,2,9.1,14,2656,1,0,0,0,17.8,78.9,0.92,0.59,City,200,90.4,0.177,0.947,0,1043,0.134,0.132,0.121,45.5,4.04,0,0,0,0,7194,Healthy,Tata Altroz,1.2,4,Manual,FWD,Hatchback,35.9,42.0,38.6,9,9,137.0,0.2,Kolkata,Clear,0,Healthy,
VH01286,petrol,1945.0,6.51,47.3,51.8,103.8,103.4,15.5,41.2,42.3,48.6,12.96,25.0,96.3,3,23,87.4,4,5,26.6,69,4829,5,2,2,1,31.2,80.0,0.36,0.88,Highway,103,79.4,0.443,0.776,1,1038,0.414,0.509,0.213,50.0,4.0,0,0,0,1,4158,Monitor,Tata Altroz,1.2,4,Manual,FWD,Hatchback,32.1,38.6,35.0,7,9,155.0,22.2,Mumbai,Severe,1,Monitor,
VH01287,petrol,2146.0,5.76,43.1,55.3,85.4,117.2,8.8,52.0,49.7,53.0,13.11,24.0,99.8,3,23,72.9,6,3,13.8,76,2863,3,3,1,0,31.1,62.5,0.7,0.46,City,80,81.4,0.411,0.735,0,1013,0.34,0.008,0.314,57.2,4.0,0,0,0,0,3874,Monitor,Tata Altroz,1.2,4,Manual,FWD,Hatchback,29.7,38.6,33.7,7,9,159.8,3.2,Hyderabad,Clear,1,Monitor,
VH01288,petrol,1653.0,2.68,14.8,51.2,82.7,125.5,12.2,65.9,20.2,39.9,13.86,11.5,100.6,0,15,88.5,1,1,10.6,44,2053,4,0,0,0,21.4,55.0,0.28,0.84,Highway,71,95.1,0.189,0.799,0,1253,0.119,0.026,0.06,33.6,4.01,0,0,0,0,6439,Healthy,Tata Nexon,1.2,4,Manual,FWD,SUV,28.5,37.0,32.3,9,9,141.6,5.0,Pune,Clear,1,Healthy,
VH01289,petrol,1110.0,4.88,22.2,50.0,87.0,118.2,12.9,45.3,32.5,38.0,14.01,15.7,101.4,8,4,87.5,2,0,10.0,32,2108,2,1,0,0,25.7,88.5,0.64,0.45,City,113,95.8,0.225,0.851,0,1081,0.131,0.015,0.06,39.1,4.0,0,0,0,0,4983,Healthy,Tata Altroz,1.2,4,Manual,FWD,Hatchback,33.5,40.4,36.6,8,9,146.1,1.5,Mumbai,Clear,0,Healthy,
VH01290,petrol,1293.0,3.87,21.7,48.3,82.6,122.5,16.0,45.3,42.9,44.5,13.98,15.0,101.0,0,8,94.0,3,1,6.8,53,2519,4,1,0,0,35.5,66.4,0.34,0.95,Highway,161,87.7,0.296,0.897,0,948,0.202,0.039,0.126,39.6,4.03,0,0,0,0,6597,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,35.6,46.6,40.6,9,9,135.0,2.5,Kolkata,Clear,1,Healthy,
VH01291,petrol,1394.0,5.44,28.0,52.4,91.5,121.8,15.6,63.7,28.1,35.7,13.87,16.6,102.1,0,10,91.9,2,3,17.2,28,2711,4,0,0,0,28.5,65.4,0.58,0.48,Mixed,157,95.1,0.191,0.89,0,998,0.083,0.159,0.032,44.8,4.0,0,0,0,0,6903,Healthy,Tata Altroz,1.2,4,Manual,FWD,Hatchback,34.4,41.0,37.4,8,10,116.0,3.2,Mumbai,Clear,1,Healthy,
VH01292,petrol,1382.0,5.34,18.0,50.2,82.2,152.5,10.9,57.7,27.7,44.6,13.65,18.9,97.8,4,5,91.8,0,1,11.1,35,2474,3,0,0,0,30.6,69.6,0.66,0.65,City,195,97.4,0.277,0.904,0,1468,0.177,0.0,0.017,30.7,4.0,0,0,0,0,6295,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,26.9,31.4,28.9,9,9,149.0,4.3,Kolkata,Clear,1,Healthy,
VH01293,petrol,1581.0,4.76,30.6,54.2,85.4,163.9,10.0,44.8,21.1,42.0,13.79,22.1,100.8,2,0,91.7,2,1,5.7,47,322,4,1,0,0,29.2,67.4,0.33,0.89,Highway,162,99.8,0.319,0.993,1,1484,0.189,0.022,0.021,28.8,4.0,0,1,0,0,5071,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,28.5,33.3,30.7,8,9,178.2,8.5,Mumbai,Moderate,1,Healthy,
VH01294,petrol,1953.0,4.65,35.4,55.7,94.6,97.2,9.5,59.0,55.7,44.4,12.99,10.0,99.1,0,34,75.5,3,7,16.3,96,5819,3,3,1,0,31.7,44.4,0.41,0.77,Highway,185,81.3,0.514,0.606,0,914,0.364,0.329,0.343,56.2,4.0,0,0,0,0,3843,Monitor,Maruti Swift,1.2,4,Manual,FWD,Hatchback,35.5,46.3,40.4,8,8,150.0,0.0,Delhi,Clear,0,Monitor,
VH01295,petrol,2310.0,11.29,75.0,47.8,109.8,101.5,8.5,49.6,80.9,57.2,11.77,17.2,85.2,3,79,30.1,28,22,53.9,217,13153,15,6,4,3,32.6,48.5,0.77,0.68,City,261,28.5,0.915,0.226,1,929,0.793,0.644,0.898,98.4,4.0,1,1,1,0,294,Critical,Maruti Swift,1.2,4,Manual,FWD,Hatchback,30.7,35.2,32.7,6,7,138.9,1.7,Delhi,Clear,0,Critical,
VH01296,petrol,1141.0,4.67,15.0,53.2,86.9,157.8,12.6,32.8,25.3,41.6,13.72,22.1,99.3,0,10,93.2,0,3,7.2,19,1040,1,0,0,0,31.3,66.2,0.79,0.48,City,40,97.8,0.275,0.878,0,1186,0.162,0.0,0.05,35.0,4.0,0,0,0,0,6955,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,31.9,36.8,34.1,9,9,132.9,7.4,Bangalore,Moderate,1,Healthy,
VH01297,petrol,2602.0,10.25,75.1,46.5,98.6,120.9,0.9,95.0,84.0,59.0,10.5,29.5,80.2,1,91,24.0,22,28,52.5,365,12850,15,7,5,2,20.6,62.1,0.64,0.5,City,122,40.2,0.814,0.043,1,1131,0.663,0.339,0.559,79.5,4.0,1,1,1,1,18,Critical,Tata Altroz,1.2,4,Manual,FWD,Hatchback,26.9,34.3,30.2,6,6,150.4,5.4,Hyderabad,Moderate,1,Critical,
VH01298,petrol,2580.0,12.18,73.5,48.8,102.0,125.8,10.4,52.1,78.0,63.5,10.73,31.7,86.1,13,54,36.9,17,39,55.4,196,10311,19,11,8,3,29.0,53.8,0.73,0.51,City,184,31.5,0.887,0.192,1,1189,0.763,0.407,0.912,73.8,4.0,1,1,1,1,204,Critical,Maruti Brezza,1.5,4,Automatic,FWD,SUV,28.9,32.6,30.6,6,7,169.0,3.7,Delhi,Clear,1,Critical,
VH01299,petrol,1595.0,5.17,24.0,48.5,91.3,112.3,10.2,36.3,51.4,52.1,13.13,14.8,93.5,8,36,71.0,5,6,19.8,101,2745,5,1,1,1,30.8,81.4,0.73,0.74,City,153,80.0,0.358,0.69,0,1009,0.384,0.211,0.236,53.2,4.0,0,0,0,0,3021,Monitor,Hyundai i20,1.2,4,Manual,FWD,Hatchback,34.8,41.4,37.8,9,9,134.1,6.4,Mumbai,Moderate,1,Monitor,
VH01300,petrol,1241.0,5.7,15.1,55.0,83.1,134.0,12.8,39.8,33.6,44.0,13.47,17.6,101.2,6,3,97.4,3,2,13.9,46,115,2,1,0,0,32.3,52.5,0.04,0.26,Off-road,184,92.5,0.269,0.821,0,1211,0.171,0.045,0.002,24.9,4.0,0,0,0,0,5127,Healthy,Tata Nexon,1.2,4,Manual,FWD,SUV,26.6,33.1,29.5,9,10,163.9,0.0,Delhi,Clear,0,Healthy,
VH01301,petrol,1571.0,5.02,15.2,57.3,88.9,126.4,12.5,46.9,32.8,37.7,13.62,21.6,99.3,3,9,90.5,1,0,11.8,58,361,2,0,0,0,22.0,72.6,0.76,0.64,City,68,95.6,0.296,0.868,0,911,0.194,0.041,0.11,41.1,4.0,0,0,0,0,6135,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,36.2,47.3,41.2,8,9,147.9,0.9,Bangalore,Clear,0,Healthy,
VH01302,petrol,2056.0,7.96,48.2,53.3,97.3,146.6,6.8,55.5,68.3,50.4,12.38,34.0,95.2,0,49,68.9,8,13,40.1,101,8782,8,4,3,1,28.0,56.2,0.83,0.34,City,156,71.8,0.609,0.327,1,1432,0.437,0.314,0.491,63.0,4.0,1,0,1,0,1250,Service Soon (13d),Hyundai Creta,1.5,4,Automatic,FWD,SUV,25.8,32.9,29.0,8,8,169.9,2.9,Bangalore,Clear,1,Service Soon,13.0
VH01303,petrol,2213.0,6.65,49.9,51.4,98.6,106.4,7.1,55.2,74.2,55.1,12.98,14.0,94.6,4,39,66.2,15,9,39.7,150,5746,10,3,2,0,30.6,83.2,0.34,0.82,Highway,63,62.0,0.718,0.299,1,1016,0.565,0.381,0.531,65.7,4.0,0,1,1,1,963,Service Soon (20d),Tata Altroz,1.2,4,Manual,FWD,Hatchback,26.5,36.6,31.0,6,6,163.0,1.8,Chennai,Clear,0,Service Soon,20.0
VH01304,diesel,1184.0,4.29,20.4,244.3,79.7,320.0,10.9,46.8,36.1,42.3,13.92,46.5,106.6,0,10,86.8,0,3,6.9,54,534,1,1,0,0,25.5,71.5,0.38,0.55,Mixed,210,97.5,0.309,0.967,0,2045,0.223,0.0,0.148,30.5,4.0,0,0,0,0,6893,Healthy,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,20.7,24.4,22.4,8,9,209.3,2.6,Kolkata,Clear,1,Healthy,
VH01305,petrol,1939.0,8.58,40.8,51.0,96.8,112.2,11.8,47.8,43.5,45.8,13.2,21.4,96.1,2,22,66.7,6,7,13.9,53,3768,8,2,2,0,26.9,73.4,0.2,0.1,Off-road,124,85.5,0.563,0.51,0,991,0.411,0.385,0.2,54.5,4.0,0,0,0,0,3825,Monitor,Tata Altroz,1.2,4,Manual,FWD,Hatchback,30.2,39.4,34.3,7,8,154.8,17.0,Mumbai,Moderate,1,Monitor,
VH01306,petrol,1325.0,6.02,39.5,49.7,98.0,106.2,14.2,53.1,60.0,45.0,12.98,10.0,98.9,1,23,68.9,7,7,16.6,103,2612,5,2,1,1,23.3,68.1,0.6,0.74,Mixed,146,79.7,0.398,0.694,0,920,0.298,0.305,0.285,72.9,4.0,0,0,0,0,3587,Monitor,Maruti Swift,1.2,4,Manual,FWD,Hatchback,33.2,42.6,37.4,7,8,126.3,9.7,Pune,Moderate,1,Monitor,
VH01307,petrol,2932.0,12.55,79.5,42.3,106.9,109.8,16.1,47.5,80.9,41.7,11.84,28.6,93.5,6,54,18.2,23,29,49.1,288,13573,14,7,5,3,22.9,69.3,0.35,1.0,Highway,101,37.1,0.734,0.037,1,903,0.653,0.559,0.63,94.7,4.0,1,0,1,1,8,Critical,Maruti Swift,1.2,4,Manual,FWD,Hatchback,29.3,40.1,34.2,6,8,138.4,2.8,Bangalore,Clear,1,Critical,
VH01308,petrol,2036.0,9.52,64.4,52.3,107.4,123.6,11.7,90.3,67.7,45.8,12.66,29.3,96.5,11,53,57.7,11,16,33.7,154,5838,8,6,2,0,27.6,50.4,0.89,0.6,City,120,64.5,0.562,0.458,1,888,0.571,0.61,0.501,68.3,4.0,1,1,1,0,1676,Service Soon (23d),Maruti Swift,1.2,4,Manual,FWD,Hatchback,36.0,39.2,37.4,7,7,135.7,4.0,Hyderabad,Clear,1,Service Soon,23.0
VH01309,diesel,1747.0,5.17,35.6,267.7,88.0,320.0,12.9,72.6,45.4,44.8,12.91,65.9,99.6,2,33,82.6,3,4,17.4,118,4657,5,3,2,0,29.5,67.9,0.23,0.78,Highway,134,80.8,0.358,0.64,0,2118,0.253,0.024,0.29,68.3,4.0,0,0,0,0,3079,Monitor,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,17.1,27.1,21.6,8,9,237.4,42.5,Bangalore,Severe,1,Monitor,
VH01310,petrol,1632.0,3.06,13.0,55.9,84.5,144.0,15.3,56.7,46.1,45.2,13.87,17.5,102.1,1,16,90.6,1,1,9.8,12,2311,2,1,0,0,33.8,53.2,0.42,0.83,Highway,134,89.9,0.234,0.813,0,1453,0.224,0.0,0.203,35.4,4.0,0,0,0,0,5228,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,29.9,37.9,33.5,9,9,145.4,0.0,Hyderabad,Clear,0,Healthy,
VH01311,petrol,1432.0,3.9,7.8,48.3,83.3,122.6,16.5,8.2,44.0,44.1,14.02,20.3,98.9,0,3,96.1,1,2,9.4,46,688,4,1,0,0,25.2,71.3,0.32,0.81,Highway,185,93.1,0.279,0.946,0,908,0.209,0.002,0.125,34.6,4.0,0,0,0,0,6318,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,35.3,41.9,38.3,9,9,118.3,8.6,Kolkata,Moderate,1,Healthy,
VH01312,petrol,1898.0,6.01,29.3,51.5,89.1,165.7,12.7,42.8,57.3,40.2,13.32,30.9,97.0,2,36,71.5,5,5,25.0,67,5240,3,2,1,0,14.7,63.0,0.75,0.63,City,61,83.4,0.342,0.559,0,1479,0.216,0.009,0.216,61.0,4.0,0,0,0,0,1582,Monitor,Hyundai Creta,1.5,4,Automatic,FWD,SUV,27.3,35.3,30.9,8,9,173.6,1.2,Bangalore,Clear,0,Monitor,
VH01313,petrol,1829.0,5.77,51.1,53.3,101.6,119.3,11.5,32.4,53.0,34.5,14.48,18.3,94.4,7,31,81.4,5,8,17.6,89,4040,8,1,2,0,11.9,58.7,0.22,0.67,Highway,119,83.0,0.356,0.662,0,994,0.276,0.4,0.177,48.7,4.0,0,0,0,0,4407,Monitor,Hyundai i20,1.2,4,Manual,FWD,Hatchback,36.0,45.6,40.3,9,8,136.5,14.9,Bangalore,Moderate,1,Monitor,
VH01314,diesel,1613.0,4.37,25.4,279.4,72.0,320.0,15.0,49.2,33.5,33.6,13.87,57.9,101.3,1,4,91.6,3,0,7.3,35,1967,3,1,0,0,19.7,79.8,0.38,0.76,Highway,146,95.7,0.218,0.961,0,2075,0.255,0.0,0.144,36.6,4.0,0,0,0,0,4829,Healthy,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,22.5,28.2,25.1,9,9,202.5,3.4,Bangalore,Clear,1,Healthy,
VH01315,diesel,1651.0,5.71,29.6,274.6,89.5,320.0,8.9,68.7,40.8,46.6,13.38,61.7,105.7,2,38,68.6,1,7,12.7,85,3056,6,3,2,1,26.7,53.2,0.2,0.75,Highway,222,84.9,0.324,0.737,0,2099,0.186,0.086,0.195,50.9,4.0,0,0,0,0,1786,Monitor,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,18.3,23.0,20.4,8,8,222.1,5.1,Delhi,Moderate,1,Monitor,
VH01316,petrol,1348.0,3.32,14.6,55.4,89.4,116.9,16.4,75.1,27.3,37.4,14.06,21.8,101.0,1,16,97.7,1,1,11.4,36,1964,3,0,0,0,23.7,61.1,0.55,0.54,Mixed,176,91.4,0.255,0.893,0,1081,0.187,0.074,0.035,43.5,4.52,0,0,0,0,4782,Healthy,Tata Altroz,1.2,4,Manual,FWD,Hatchback,35.2,40.8,37.7,9,9,138.5,5.9,Kolkata,Moderate,1,Healthy,
VH01317,petrol,1669.0,5.15,23.3,52.5,94.6,163.2,8.2,29.5,24.0,40.6,13.63,30.7,100.6,12,18,100.0,0,0,14.3,10,858,3,0,0,0,19.8,75.9,0.49,0.53,Mixed,116,91.6,0.115,0.917,0,1202,0.055,0.388,0.074,37.6,4.0,0,0,0,0,7271,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,32.9,32.1,32.5,9,9,127.2,4.2,Hyderabad,Clear,1,Healthy,
VH01318,petrol,1744.0,6.92,45.9,52.8,97.6,124.1,14.8,42.4,52.7,47.9,13.6,14.0,97.5,3,24,78.0,8,3,11.2,119,4343,7,1,2,0,26.4,62.7,0.75,0.55,City,93,80.1,0.482,0.716,0,1261,0.292,0.268,0.317,66.2,4.0,0,0,0,0,1983,Monitor,Tata Nexon,1.2,4,Manual,FWD,SUV,27.2,30.6,28.7,8,9,162.8,5.1,Bangalore,Moderate,1,Monitor,
VH01319,diesel,976.0,7.36,27.6,284.6,78.5,320.0,15.2,41.5,25.6,40.6,13.3,44.8,105.8,6,17,89.9,1,1,7.4,59,1546,2,1,0,0,26.6,77.8,0.13,0.12,Off-road,87,98.0,0.372,0.937,0,2093,0.113,0.0,0.029,22.3,4.0,0,0,0,0,7017,Healthy,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,20.5,23.2,21.7,7,9,237.7,9.8,Chennai,Moderate,1,Healthy,
VH01320,diesel,1979.0,7.5,57.3,249.0,93.1,320.0,8.2,45.8,58.4,53.5,12.8,59.8,105.0,8,54,38.9,15,8,33.1,167,5691,9,5,3,2,23.2,63.7,0.27,0.77,Highway,50,64.4,0.686,0.481,1,2031,0.559,0.254,0.47,50.6,4.0,1,1,1,1,1435,Service Soon (14d),Mahindra Scorpio,2.2,4,Manual,4WD,SUV,16.8,21.8,19.1,7,7,242.5,0.5,Pune,Clear,0,Service Soon,14.0
VH01321,petrol,1635.0,5.23,47.0,54.6,96.1,141.9,11.3,52.9,59.0,47.5,12.51,23.6,96.9,1,32,68.1,1,6,26.8,70,5914,4,1,2,0,34.0,64.3,0.82,0.56,City,195,84.0,0.465,0.655,1,1413,0.309,0.355,0.178,57.2,4.0,0,0,1,0,1522,Monitor,Hyundai Creta,1.5,4,Automatic,FWD,SUV,24.5,32.6,28.1,8,8,163.4,8.7,Delhi,Moderate,1,Monitor,
VH01322,petrol,1867.0,7.98,63.0,47.8,101.2,109.3,10.6,65.4,77.1,55.5,12.85,17.5,98.2,3,53,65.0,19,15,29.5,100,8795,8,6,2,0,26.5,71.8,0.7,0.64,City,77,65.4,0.575,0.504,1,1041,0.521,0.544,0.325,54.1,4.0,1,1,1,0,595,Service Soon (25d),Tata Altroz,1.2,4,Manual,FWD,Hatchback,31.4,39.0,34.8,8,8,152.5,9.1,Bangalore,Moderate,1,Service Soon,25.0
VH01323,diesel,1263.0,5.56,31.3,287.3,90.6,320.0,9.8,24.3,59.9,47.5,13.8,50.1,96.5,11,20,64.2,5,1,17.5,105,2997,4,2,2,1,23.8,86.6,0.54,0.41,City,113,82.0,0.38,0.714,0,2083,0.354,0.205,0.258,48.2,4.0,0,0,0,0,3783,Monitor,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,17.9,22.1,19.8,8,9,231.9,35.2,Chennai,Severe,1,Monitor,
VH01324,petrol,1360.0,4.14,16.1,51.9,91.0,144.2,9.2,54.8,37.7,36.8,14.18,22.4,102.9,2,9,83.6,0,1,12.5,52,2753,4,0,0,0,31.1,61.2,0.75,0.65,City,86,96.2,0.192,0.925,0,1472,0.118,0.054,0.045,30.9,4.0,0,0,0,0,4666,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,26.6,34.9,30.3,9,10,159.4,27.2,Hyderabad,Severe,1,Healthy,
VH01325,petrol,2739.0,14.81,78.5,48.2,108.4,118.3,12.4,51.0,94.1,57.0,11.4,31.4,87.4,0,70,47.7,37,22,68.6,248,10098,14,9,5,3,28.6,75.6,0.36,0.82,Highway,156,24.4,0.706,0.175,1,961,0.686,0.62,0.846,60.6,4.0,1,1,1,1,272,Critical,Hyundai i20,1.2,4,Manual,FWD,Hatchback,30.6,38.7,34.2,6,8,140.7,2.9,Mumbai,Clear,1,Critical,
VH01326,petrol,1520.0,4.05,18.4,48.6,93.4,129.0,11.8,53.3,24.6,42.7,14.22,23.6,98.9,1,4,90.4,0,1,13.1,17,1651,3,0,0,0,30.0,64.1,0.84,0.52,City,250,96.0,0.16,0.836,0,1100,0.178,0.278,0.092,20.4,4.03,0,0,0,0,5624,Healthy,Tata Altroz,1.2,4,Manual,FWD,Hatchback,34.5,40.1,37.0,9,9,146.2,35.2,Delhi,Severe,1,Healthy,
VH01327,diesel,1492.0,6.32,28.0,267.9,88.7,320.0,13.1,56.7,44.1,45.7,13.37,59.9,105.0,3,20,70.0,9,9,27.7,96,3803,4,2,2,0,26.2,59.4,0.6,0.59,Mixed,103,79.4,0.435,0.649,0,2108,0.298,0.05,0.291,35.7,4.0,0,0,0,0,2674,Monitor,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,20.7,27.4,23.7,7,9,238.7,2.9,Hyderabad,Clear,1,Monitor,
